URL,Price,BOX_TYPE,CASE_DIAMETER,CASE_MATERIAL,CASE_SHAPE,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,LUMINISCENCE,BEZEL,BRAND,COLLECTION_NAME,GENDER,MODEL,WATCH_LABEL,MOVEMENT,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,WARRANTY,JOMASHOP_SKU,ITEM_VARIATION,DEPARTMENT,CATEGORY,DIAL_MARKERS,SECOND_MARKERS,BEZEL_COLOR,BEZEL_MATERIAL,ENGINE,WATER_RESISTANCE,CASE_BACK,CROWN,POWER_RESERVE,CALENDAR,ADDITIONAL_INFO,COLOR,BOX,PAPERS,CASE_THICKNESS,BAND_WIDTH,SUB_DIALS,UPC_CODE,CLOSURE_TYPE,PREOWNED_ITEM_CONDITION,YEAR,COMMENTS,BAND_LENGTH,CASE_COLOR,SIZE_INFO,BRAND_TYPE,CONDITION_DESCRIPTION,MATERIAL
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-mens-watch-rv1g182p0011.html,$725.00,Original Box,44 mm,Stainless Steel,Round,Silicone,Strap,Black,,Silver-tone,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,,Roberto Cavalli,Fashion Watch,Mens,RV1G182P0011,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GP2,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626188688.0,,,,,,,,Designer,,
https://www.jomashop.com/preowned-2-chanel-j12-black-dial-unisex-watch-h1339.html,"$20,455.00",,38 mm,Ceramic,Round,Black Ceramic Bracelet with Diamond-filled Center,Bracelet,,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Luminous,,Uni-directional set with diamonds,Chanel,J12,Unisex,H1339,Swiss Made,Automatic,"Hours, Minutes, Seconds, Calendar","Analog, Ceramic, Diamond",Dress,1 Year Jomashop Warranty,PRE-P-CNH82335,,Watches,,Arabic,Minute markers around the outer rim,,,,200 meters / 660 feet,,Screw Down,,Date display between 4 and 5 o'clock position,,,No,Yes,,,,,,Excellent,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-blue-dial-mens-watch-rv1g236l0021.html,$795.00,Original Box,41 mm,Stainless Steel,Round,Leather,Strap,Blue,,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Roberto Cavalli,Fashion Watch,Mens,RV1G236L0021,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Leather, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNL,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626233036.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-black-dial-mens-watch-rv1g170l0011.html,$925.00,Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Black,,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Markers,Fixed,Roberto Cavalli,Fashion Watch,Mens,RV1G170L0011,Swiss Made,Quartz,"Chronograph, Date, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph",Fashion,With Manufacturers Guarantee,Y-A4GNT,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 4 o'clock position,,,,,,,"Three - 60 Second, 30 Minute and 12 Hour",4894626179884.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-mens-watch-rv1g170m0051.html,"$1,000.00",Original Box,42 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Sapphire,Silver-tone,Markers,Fixed,Roberto Cavalli,Fashion Watch,Mens,RV1G170M0051,Swiss Made,Quartz,"Chronograph, Date, Hour, Minute, Second","Analog, Stainless Steel, Chronograph",Fashion,With Manufacturers Guarantee,Y-A4GNK,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 4 o'clock position,,,,,,,"Three - 60 Second, 30 Minute and 12 Hour",4894626179921.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-black-dial-mens-watch-rv1g217m0061.html,$850.00,Original Box,42 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,,Roberto Cavalli,Fashion Watch,Mens,RV1G217M0061,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNE,,Watches,,Index,Minute Markers around the outer rim,Black,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626220494.0,,,,,,,,Designer,,
https://www.jomashop.com/gv2-by-gevril-burano-diamond-mother-of-pearl-dial-ladies-watch-14412b.html,"$1,011.00",Original Box,34 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Yellow Gold-tone,Deployment with Push Button Release,Mother of Pearl,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,,Fixed,Gv2 By Gevril,Burano,Womens,14412B,Swiss Movt,Quartz,"Hour, Minute","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GYH,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,Ronda Caliber 762,50 meters / 165 feet,Solid,Pull / Push,,,,,,,8 mm,16 mm,,840840145895.0,,,,,,,,,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-blue-dial-mens-watch-rv1g182m0061.html,$795.00,Original Box,44 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,,Roberto Cavalli,Fashion Watch,Mens,RV1G182M0061,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNG,,Watches,,Index,Minute Markers around the outer rim,Blue,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626188732.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-blue-dial-mens-watch-rv1g170l0031.html,"$1,000.00",Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-black-dial-mens-watch-rv1g182m0051.html,$850.00,Original Box,44 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,,Roberto Cavalli,Fashion Watch,Mens,RV1G182M0051,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNY,,Watches,,Index,Minute Markers around the outer rim,Black,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626188725.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-blue-dial-mens-watch-rv1g182m0081.html,$925.00,Original Box,44 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Black,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,,Roberto Cavalli,Fashion Watch,Mens,RV1G182M0081,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNR,,Watches,,Index,Minute Markers around the outer rim,Black,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626188756.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-blue-dial-mens-watch-rv1g200m0051.html,"$1,000.00",Original Box,44 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-black-dial-mens-watch-rv1g236l0031.html,$795.00,Original Box,41 mm,Stainless Steel,Round,Leather,Strap,Black,,Black,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Roberto Cavalli,Fashion Watch,Mens,RV1G236L0031,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Leather, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNX,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626233043.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-black-dial-mens-watch-rv1g182p0041.html,$850.00,Original Box,44 mm,Stainless Steel,Round,Silicone,Strap,Blue,,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Hands and Markers,,Roberto Cavalli,Fashion Watch,Mens,RV1G182P0041,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNH,,Watches,,Index,Minute Markers around the outer rim,Blue,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626188718.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-green-dial-ladies-watch-rv1l225m0051.html,$925.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RV1L225M0051,Swiss Made,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GGV,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626232756.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-green-dial-ladies-watch-rc5l030m0065.html,$275.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Mineral,Yellow Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L030M0065,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GKG,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626218934.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l063m0055.html,$285.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Yellow Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L063M0055,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GHU,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626219559.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l033m0105.html,$250.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L033M0105,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GKW,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626190155.0,,,,,,,,Designer,,
https://www.jomashop.com/preowned-1-bvlgari-bvlgaribvlgari-bb-41-s-white-dial-mens-watch-bb-41-s.html,"$2,500.00",,,,,,,,,,,,,,,Bvlgari,Bvlgari,Mens,BB 41 S,Swiss Made,Automatic,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rv1l213l0031.html,$795.00,Original Box,33 mm,Stainless Steel,Round,Leather,Strap,Black,,Silver-tone,Analog,Scratch Resistant Sapphire,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RV1L213L0031,Swiss Made,Quartz,"Hour, Minute","Analog, Gold, Leather, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GE2,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626220210.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-mother-of-pearl-dial-ladies-watch-rv1l193l0011.html,$575.00,Original Box,30 mm,Stainless Steel,Round,Leather,Strap,Black,,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RV1L193L0011,Swiss Made,Quartz,"Hour, Minute, Second","Analog, Leather, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GDW,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626179143.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-black-dial-mens-watch-rv1g217l0031.html,$725.00,Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-mother-of-pearl-dial-ladies-watch-rc5l020m0045.html,$250.00,Original Box,30 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Mother of Pearl,Analog,Scratch Resistant Mineral,Silver-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L020M0045,,Quartz,"Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GGN,,Watches,,Index,,Silver-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626218811.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l041m0085.html,$285.00,Original Box,40 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Rose Gold-tone,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L041M0085,,Quartz,"Date, Day, Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GL6,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626190780.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-mother-of-pearl-dial-ladies-watch-rv1l130m0041.html,$795.00,Original Box,34 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RV1L130M0041,Swiss Made,Quartz,"Hour, Minute, Second","Analog, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GEU,,Watches,,Index,,Silver-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626179457.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l061m0095.html,$285.00,Original Box,30 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L061M0095,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GJV,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626219504.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-green-dial-ladies-watch-rc5l031m0075.html,$285.00,Original Box,30 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Rose Gold-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Mineral,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L031M0075,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GGM,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626190278.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l039m0105.html,$250.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L039M0105,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GGZ,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626190490.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l039m0085.html,$250.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Yellow Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L039M0085,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GCH,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626190476.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-mother-of-pearl-dial-ladies-watch-rc5l061m0075.html,$285.00,Original Box,30 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Rose Gold-tone,Fold Over with Safety Release,Mother of Pearl,Analog,Scratch Resistant Mineral,Rose Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L061M0075,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GKT,,Watches,,Index,,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626219481.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-red-dial-ladies-watch-rv1l203l0021.html,$725.00,Original Box,32 mm,Stainless Steel,Round,Leather,Strap,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l074m0055.html,$285.00,Original Box,28 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Yellow Gold-tone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-green-dial-ladies-watch-rv1l190m0051.html,$850.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Yellow Gold-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RV1L190M0051,Swiss Made,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GBR,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626179549.0,,,,,,,,Designer,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-blue-dial-mens-watch-rv1g192l0021.html,$795.00,Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Black,,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Fixed,Roberto Cavalli,Fashion Watch,Mens,RV1G192L0021,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Leather, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GNV,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,,,Date display at the 3 o'clock position,,,,,,,,4894626179822.0,,,,,,,,Designer,,
https://www.jomashop.com/anthony-james-tachymeter-automatic-gold-tone-dial-mens-watch-aj010n2.html,$75.00,Original Box,45 mm,Alloy,Round,Stainless Steel,Bracelet,Black,Fold Over with Safety Release,Gold-tone,Analog,,Silver-tone,Hands,,Anthony James,Tachymeter Automatic,Mens,AJ010N2,,Automatic,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Sport,With Manufacturers Guarantee,Y-A55G7,,Watches,,Roman & Index,Minute Markers around the outer rim,Black,Alloy,,,Transparent See Through,,,,,,,,,,,756839756259.0,,,,,,,,,,
https://www.jomashop.com/preowned-1-maurice-lacroix-pontos-decentrique-gmt-grey-dial-mens-watch-pt6108-tt031-291-pt6108.html,"$2,557.00",,44 mm,Titanium,Round,Leather,Strap,Black,Deployment with Push Button Release,Grey,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Maurice Lacroix,Pontos Decentrique Gmt,Mens,PT6108-TT031-291,Swiss Made,Automatic,"Date, GMT, Second Time Zone, Hour, Minute, Second, Day/Night Indicator","Day/Night Indicator, GMT, Analog, Leather, Titanium, Time Zone",Luxury,1 Year Jomashop Warranty,PRE-P-97947,"PT6108, PT6108 TT031 291, PT6108.TT031.291, PT6108TT031291",Watches,,Arabic Numeral & Index,,Black,Titanium,Maurice Lacroix Calibre ML 121,50 meters / 165 feet,Transparent See Through,Pull / Push,40 hours,Date display at the 6 o'clock position,,,No,Yes,,,"Two - 12 hour, Day/Night Indicator",,,Unworn / Like New,,"The new store display watch comes with a blank warranty card, an instructions manual, and an international warranty booklet. The back case has a few micro scratches only visible at a very close-up inspection. Limited edition to 999 pieces ever made. The automatic movement keeps perfect time and all the functions are in perfect working order. The watch passed the water pressure test and we will provide the printout of the test results. Authenticity is 100% guaranteed.",,,,,,
https://www.jomashop.com/roberto-cavalli-fashion-watch-silver-tone-dial-ladies-watch-rc5l038m0085.html,$250.00,Original Box,32 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Mineral,Yellow Gold-tone,,Fixed,Roberto Cavalli,Fashion Watch,Womens,RC5L038M0085,,Quartz,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Fashion,With Manufacturers Guarantee,Y-A4GLZ,,Watches,,Index,,Yellow Gold-tone,Stainless Steel,,50 meters / 165 feet,,,,,,,,,,,,4894626190025.0,,,,,,,,Designer,,
https://www.jomashop.com/gucci-watch-ya142506.html,$995.00,Original Box,,Stainless Steel,Cushion,Stainless Steel,Bracelet,Screw Down,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Luminous Fill Silver-tone,Hands,Fixed,Gucci,GG2570,Womens,YA142506,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Casual,2 Year Jomashop Warranty,GCYA142506,,Watches,Watches,,"Index Markers at the 3, 6, 9 and 12 o'clock positions",Screw Down,Stainless Steel set with Diamonds Diamond-Set,,50 meters / 165 feet,Solid,Screw Down,,Date display above the 6 o'clock position,,,,,8 mm,14 mm,,731903385344.0,,,,,8 inches,,,Designer,,
https://www.jomashop.com/preowned-1-bell-and-ross-br-05-green-dial-mens-watch-br05a-gn-skst-sst.html,"$4,886.00",,,,,,,,,,,,,,,Bell And Ross,Br 05,Mens,BR05A-GN-SKST/SST,Swiss Made,Automatic,,,,,,,,,,,,,Bell and Ross Calibre BR-CAL.322,,,,38 hours,,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/preowned-2-breitling-chronomat-chronograph-automatic-white-dial-mens-watch-k13352.html,"$9,091.00",,39 mm,18kt Yellow Gold,Round,Leather,Strap,Brown,Buckle,White,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Hands and Markers,,Breitling,Chronomat,Mens,K13352,Swiss Made,Automatic,"Chronograph, Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Gold, Leather, Chronograph",Luxury,1 Year Jomashop Warranty,PRE-P-BT97377,,Watches,,Index,Minute Markers around the outer rim,Yellow Gold-tone,18kt Yellow Gold,Breitling Calibre 13,,,,42 hours,Date display at the 3 o'clock position,,,No,Yes,,,"Three - 60 Second, 30 Minute and 12 Hour",,,Very Good,Circa 2000,"This Breitling Chronomat, reference number K13352, has a manufacturer year of Circa 2000. Box not included, Papers Included . This watch has a 39mm Yellow Gold Case with Yellow gold bezel, White Index numerals dial and Leather bracelet with Buckle. The Automatic movement has Chronograph function. The wrist measures 8 inches or 20.32 centimeters. The condition is Very Good The watch listed is in stock and the pictures shown are of the actual watch for sale. All of our watches have been thoroughl",,,,,,
https://www.jomashop.com/chopard-l-u-c-tourbillon-black-dial-mens-watch-161917-1001.html,"$49,430.00",Original Box,42 mm,18kt White Gold,Round,Crocodile Leather,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Blue,Hands and Markers,Fixed,Chopard,L.U.C. Tourbillon,Mens,161917-1001,Swiss Made,Hand Wind,"Tourbillon, Hour, Minute, Small Second, Power Reserve Indicator, Chronometer","Analog, Power Reserve Indicator, Chronometer, Gold, Leather, Tourbillon",Luxury,2 Year Jomashop Warranty,CP1619171001,,Watches,,Arabic Numeral,Minute Markers around the outer rim,,18kt White Gold,Chopard Calibre L.U.C. 4TBST,30 meters / 100 feet,Transparent,,216 hours,,"This is a brand new unworn watch, Comes in the standard Chopard box, No papers",,,,13.38 mm,,One - Small Second,,,,,,,,,,,
https://www.jomashop.com/roberto-bianci-classic-chronograph-quartz-silver-dial-mens-watch-rb99105.html,$176.00,Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Black,,Silver-tone,Analog,Scratch Resistant Mineral,Silver-tone,Hands,Fixed,Roberto Bianci,Classic,Mens,RB99105,,Quartz,"Chronograph, Date, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph",Fashion,,Y-A53QP,,Watches,,Arabic Numeral,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,,,,,Date display at the 4 o'clock position,,,,,12 mm,22 mm,,607609793038.0,,,,,7.5 inches,,,,,
